CMDLINE d:\Dropbox\hobby\Modding\Programs\Github\My_Repos\Antistasi_Logbook\.venv\Scripts\python.exe d:\Dropbox\hobby\Modding\Programs\Github\My_Repos\Antistasi_Logbook\antistasi_logbook\__main__.py
MEM 669.546875 1672725814.4875
MEM 669.542969 1672725814.5952
MEM 669.539062 1672725814.7040
MEM 669.539062 1672725814.8117
MEM 669.539062 1672725814.9204
MEM 669.539062 1672725815.0281
MEM 669.535156 1672725815.1368
MEM 669.535156 1672725815.2445
MEM 671.902344 1672725815.3532
MEM 714.464844 1672725815.4619
MEM 811.492188 1672725815.5696
MEM 926.378906 1672725815.6774
MEM 925.394531 1672725815.7861
MEM 925.093750 1672725815.8938
MEM 925.101562 1672725816.0025
MEM 926.082031 1672725816.1102
MEM 926.062500 1672725816.2199
MEM 926.062500 1672725816.3276
MEM 926.226562 1672725816.4353
MEM 927.589844 1672725816.5440
MEM 927.589844 1672725816.6517
MEM 929.507812 1672725816.7595
MEM 932.109375 1672725816.8682
MEM 931.320312 1672725816.9769
MEM 937.062500 1672725817.0846
MEM 945.269531 1672725817.1933
MEM 945.269531 1672725817.3010
MEM 945.269531 1672725817.4087
MEM 945.269531 1672725817.5174
MEM 945.269531 1672725817.6252
MEM 930.011719 1672725817.7338
MEM 815.906250 1672725817.8416
MEM 815.910156 1672725817.9493
MEM 815.910156 1672725818.0580
MEM 815.914062 1672725818.1667
MEM 815.914062 1672725818.2744
MEM 815.914062 1672725818.3831
MEM 815.914062 1672725818.4908
MEM 815.914062 1672725818.5995
MEM 815.914062 1672725818.7072
MEM 694.757812 1672725818.8160
MEM 694.757812 1672725818.9237
MEM 694.761719 1672725819.0324
MEM 694.804688 1672725819.1401
MEM 695.078125 1672725819.2488
MEM 696.574219 1672725819.3565
MEM 713.144531 1672725819.4652
MEM 711.683594 1672725819.5729
MEM 713.652344 1672725819.6807
MEM 713.660156 1672725819.7893
MEM 713.660156 1672725819.8981
MEM 713.660156 1672725820.0058
MEM 713.660156 1672725820.1145
MEM 713.664062 1672725820.2222
MEM 713.664062 1672725820.3309
MEM 713.914062 1672725820.4386
MEM 713.917969 1672725820.5473
MEM 703.851562 1672725820.6550
MEM 522.000000 1672725820.7637
MEM 525.429688 1672725820.8715
MEM 534.437500 1672725820.9802
MEM 539.273438 1672725821.0879
MEM 556.371094 1672725821.1966
MEM 556.617188 1672725821.3043
MEM 649.832031 1672725821.4130
MEM 557.128906 1672725821.5207
MEM 557.144531 1672725821.6294
MEM 567.316406 1672725821.7372
MEM 567.332031 1672725821.8458
MEM 567.332031 1672725821.9526
MEM 567.332031 1672725822.0613
MEM 567.332031 1672725822.1690
MEM 567.664062 1672725822.2777
MEM 567.664062 1672725822.3854
MEM 567.664062 1672725822.4941
MEM 567.664062 1672725822.6018
MEM 567.664062 1672725822.7105
MEM 557.597656 1672725822.8182
MEM 557.597656 1672725822.9270
MEM 557.597656 1672725823.0347
MEM 557.636719 1672725823.1434
MEM 557.636719 1672725823.2511
MEM 557.636719 1672725823.3598
MEM 557.675781 1672725823.4675
MEM 557.675781 1672725823.5763
MEM 557.675781 1672725823.6840
MEM 557.714844 1672725823.7927
MEM 557.925781 1672725823.9004
MEM 558.917969 1672725824.0091
MEM 651.960938 1672725824.1168
MEM 585.558594 1672725824.2265
MEM 677.890625 1672725824.3342
MEM 677.910156 1672725824.4419
MEM 681.742188 1672725824.5496
MEM 683.121094 1672725824.6584
MEM 684.484375 1672725824.7661
MEM 688.921875 1672725824.8748
MEM 704.445312 1672725824.9825
MEM 758.632812 1672725825.0922
MEM 801.359375 1672725825.1989
MEM 801.386719 1672725825.3076
MEM 801.386719 1672725825.4153
MEM 802.394531 1672725825.5240
MEM 805.199219 1672725825.6318
MEM 805.246094 1672725825.7404
MEM 805.257812 1672725825.8491
MEM 805.414062 1672725825.9569
MEM 805.460938 1672725826.0646
MEM 694.628906 1672725826.1733
MEM 694.871094 1672725826.2810
MEM 706.992188 1672725826.3907
MEM 706.996094 1672725826.4964
MEM 707.000000 1672725826.6052
MEM 707.000000 1672725826.7129
MEM 597.160156 1672725826.8215
MEM 494.031250 1672725826.9313
MEM 494.945312 1672725827.0380
MEM 491.410156 1672725827.1457
MEM 528.660156 1672725827.2554
MEM 524.527344 1672725827.3621
MEM 524.554688 1672725827.4708
MEM 524.562500 1672725827.5786
MEM 524.710938 1672725827.6872
MEM 524.980469 1672725827.7950
MEM 525.199219 1672725827.9037
MEM 525.402344 1672725828.0114
MEM 525.605469 1672725828.1201
MEM 525.875000 1672725828.2278
MEM 526.210938 1672725828.3365
MEM 526.289062 1672725828.4442
MEM 526.621094 1672725828.5529
MEM 526.695312 1672725828.6606
MEM 537.687500 1672725828.7693
MEM 538.683594 1672725828.8781
MEM 539.121094 1672725828.9848
MEM 565.371094 1672725829.0915
MEM 564.878906 1672725829.2002
MEM 564.894531 1672725829.3079
MEM 564.917969 1672725829.4166
MEM 565.035156 1672725829.5244
MEM 565.050781 1672725829.6331
MEM 565.070312 1672725829.7418
MEM 565.105469 1672725829.8495
MEM 565.113281 1672725829.9572
MEM 565.625000 1672725830.0649
MEM 567.488281 1672725830.1736
MEM 572.863281 1672725830.2823
MEM 586.921875 1672725830.3900
MEM 594.253906 1672725830.4977
MEM 604.417969 1672725830.6065
MEM 635.808594 1672725830.7152
MEM 641.503906 1672725830.8219
MEM 641.015625 1672725830.9306
MEM 641.015625 1672725831.0383
MEM 641.015625 1672725831.1470
MEM 641.015625 1672725831.2547
MEM 641.015625 1672725831.3634
MEM 641.015625 1672725831.4711
MEM 641.015625 1672725831.5798
MEM 641.015625 1672725831.6886
MEM 641.015625 1672725831.7962
MEM 641.015625 1672725831.9040
MEM 641.015625 1672725832.0127
MEM 641.015625 1672725832.1204
MEM 641.015625 1672725832.2271
MEM 641.015625 1672725832.3358
MEM 641.015625 1672725832.4445
MEM 641.015625 1672725832.5522
MEM 641.031250 1672725832.6609
MEM 641.046875 1672725832.7687
MEM 641.066406 1672725832.8774
MEM 641.066406 1672725832.9851
MEM 641.070312 1672725833.0938
MEM 641.105469 1672725833.2005
MEM 641.089844 1672725833.3092
MEM 641.089844 1672725833.4169
MEM 641.089844 1672725833.5257
MEM 641.128906 1672725833.6334
MEM 641.128906 1672725833.7420
MEM 641.128906 1672725833.8498
MEM 641.128906 1672725833.9575
MEM 590.679688 1672725834.0662
MEM 591.246094 1672725834.1749
MEM 604.289062 1672725834.2816
MEM 604.535156 1672725834.3893
MEM 604.535156 1672725834.4971
MEM 604.535156 1672725834.6058
MEM 604.546875 1672725834.7135
MEM 604.566406 1672725834.8222
MEM 604.566406 1672725834.9299
MEM 604.566406 1672725835.0386
MEM 604.566406 1672725835.1463
MEM 604.566406 1672725835.2550
MEM 604.605469 1672725835.3627
MEM 604.605469 1672725835.4715
MEM 604.605469 1672725835.5792
MEM 604.683594 1672725835.6868
MEM 604.683594 1672725835.7956
MEM 593.675781 1672725835.9043
MEM 593.804688 1672725836.0120
MEM 593.839844 1672725836.1207
MEM 603.242188 1672725836.2284
MEM 611.972656 1672725836.3371
MEM 612.160156 1672725836.4448
MEM 612.417969 1672725836.5536
MEM 612.722656 1672725836.6612
MEM 612.832031 1672725836.7700
MEM 613.019531 1672725836.8777
MEM 616.101562 1672725836.9854
MEM 656.566406 1672725837.0941
MEM 656.609375 1672725837.2028
MEM 656.636719 1672725837.3105
MEM 656.640625 1672725837.4182
MEM 656.640625 1672725837.5269
MEM 656.640625 1672725837.6356
MEM 656.640625 1672725837.7434
MEM 656.640625 1672725837.8521
MEM 656.640625 1672725837.9598
MEM 617.699219 1672725838.0685
MEM 617.699219 1672725838.1762
MEM 617.699219 1672725838.2849
MEM 617.699219 1672725838.3926
MEM 617.699219 1672725838.5013
MEM 617.699219 1672725838.6090
MEM 617.703125 1672725838.7177
MEM 618.007812 1672725838.8265
MEM 677.117188 1672725838.9332
MEM 677.378906 1672725839.0409
MEM 820.410156 1672725839.1496
MEM 820.410156 1672725839.2573
MEM 820.542969 1672725839.3660
MEM 820.800781 1672725839.4747
MEM 820.800781 1672725839.5824
MEM 820.800781 1672725839.6901
MEM 820.800781 1672725839.7989
MEM 820.800781 1672725839.9066
MEM 820.800781 1672725840.0143
MEM 820.812500 1672725840.1230
MEM 821.816406 1672725840.2317
MEM 821.816406 1672725840.3394
MEM 821.816406 1672725840.4481
MEM 821.816406 1672725840.5558
MEM 813.851562 1672725840.6645
MEM 813.851562 1672725840.7723
MEM 813.851562 1672725840.8810
MEM 813.914062 1672725840.9887
MEM 814.128906 1672725841.0974
MEM 814.132812 1672725841.2051
MEM 620.710938 1672725841.3138
MEM 620.710938 1672725841.4215
MEM 621.082031 1672725841.5294
MEM 621.183594 1672725841.6381
MEM 621.269531 1672725841.7468
MEM 621.269531 1672725841.8546
MEM 621.410156 1672725841.9632
MEM 620.410156 1672725842.0709
MEM 620.410156 1672725842.1797
MEM 620.769531 1672725842.2874
MEM 621.187500 1672725842.3961
MEM 621.195312 1672725842.5038
MEM 621.195312 1672725842.6119
MEM 621.195312 1672725842.7212
MEM 621.195312 1672725842.8305
MEM 621.195312 1672725842.9413
MEM 621.195312 1672725843.0489
MEM 621.195312 1672725843.1582
MEM 621.195312 1672725843.2701
MEM 621.195312 1672725843.3778
MEM 621.195312 1672725843.4858
MEM 621.195312 1672725843.5949
MEM 621.195312 1672725843.7063
MEM 494.265625 1672725843.8120
MEM 536.253906 1672725843.9197
MEM 575.246094 1672725844.0294
MEM 567.925781 1672725844.1361
MEM 625.070312 1672725844.2448
MEM 677.226562 1672725844.3525
MEM 677.289062 1672725844.4612
MEM 677.535156 1672725844.5690
MEM 677.535156 1672725844.6776
MEM 677.535156 1672725844.7854
MEM 677.535156 1672725844.8941
MEM 677.535156 1672725845.0028
MEM 677.535156 1672725845.1105
MEM 677.570312 1672725845.2182
MEM 678.578125 1672725845.3269
MEM 678.578125 1672725845.4346
MEM 678.578125 1672725845.5433
MEM 678.578125 1672725845.6510
MEM 678.578125 1672725845.7597
MEM 710.101562 1672725845.8675
MEM 710.160156 1672725845.9752
MEM 710.378906 1672725846.0839
MEM 710.378906 1672725846.1926
MEM 710.378906 1672725846.3013
MEM 710.847656 1672725846.4090
MEM 728.441406 1672725846.5167
MEM 735.968750 1672725846.6254
MEM 753.457031 1672725846.7331
MEM 757.226562 1672725846.8419
MEM 766.382812 1672725846.9496
MEM 771.902344 1672725847.0583
MEM 650.039062 1672725847.1660
MEM 650.039062 1672725847.2747
MEM 653.488281 1672725847.3824
MEM 654.136719 1672725847.4911
MEM 664.027344 1672725847.5988
MEM 665.414062 1672725847.7076
MEM 666.058594 1672725847.8152
MEM 669.734375 1672725847.9240
MEM 669.734375 1672725848.0317
MEM 669.734375 1672725848.1404
MEM 674.136719 1672725848.2481
MEM 674.136719 1672725848.3568
MEM 673.648438 1672725848.4645
MEM 674.632812 1672725848.5732
MEM 675.042969 1672725848.6809
MEM 675.058594 1672725848.7897
MEM 675.058594 1672725848.8974
MEM 675.058594 1672725849.0061
MEM 675.058594 1672725849.1138
MEM 675.246094 1672725849.2225
MEM 675.507812 1672725849.3302
MEM 675.511719 1672725849.4389
MEM 675.519531 1672725849.5466
MEM 691.175781 1672725849.6553
MEM 691.175781 1672725849.7631
MEM 684.890625 1672725849.8718
MEM 684.921875 1672725849.9795
MEM 684.925781 1672725850.0882
MEM 684.925781 1672725850.1959
MEM 689.304688 1672725850.3046
MEM 688.250000 1672725850.4123
MEM 688.753906 1672725850.5210
MEM 688.753906 1672725850.6287
MEM 688.753906 1672725850.7374
MEM 691.097656 1672725850.8452
MEM 689.421875 1672725850.9539
MEM 689.421875 1672725851.0616
MEM 689.421875 1672725851.1693
MEM 689.421875 1672725851.2780
MEM 689.421875 1672725851.3867
MEM 689.421875 1672725851.4944
MEM 689.421875 1672725851.6032
MEM 689.421875 1672725851.7109
MEM 689.433594 1672725851.8196
MEM 689.433594 1672725851.9273
MEM 689.726562 1672725852.0360
MEM 692.332031 1672725852.1437
MEM 692.335938 1672725852.2524
MEM 692.335938 1672725852.3601
MEM 689.523438 1672725852.4688
MEM 691.460938 1672725852.5765
MEM 690.945312 1672725852.6853
MEM 690.945312 1672725852.7930
MEM 690.945312 1672725852.9017
MEM 690.945312 1672725853.0094
MEM 690.945312 1672725853.1181
MEM 690.945312 1672725853.2258
MEM 690.945312 1672725853.3345
MEM 690.945312 1672725853.4422
MEM 690.945312 1672725853.5499
MEM 690.945312 1672725853.6587
MEM 690.945312 1672725853.7673
MEM 690.945312 1672725853.8750
MEM 690.988281 1672725853.9838
MEM 694.367188 1672725854.0915
MEM 694.875000 1672725854.2002
MEM 698.242188 1672725854.3079
MEM 703.933594 1672725854.4166
MEM 714.859375 1672725854.5243
MEM 712.910156 1672725854.6330
MEM 714.386719 1672725854.7407
MEM 713.414062 1672725854.8494
MEM 712.203125 1672725854.9572
MEM 709.988281 1672725855.0659
MEM 709.988281 1672725855.1736
MEM 709.988281 1672725855.2823
MEM 709.988281 1672725855.3900
MEM 709.988281 1672725855.4987
MEM 705.671875 1672725855.6064
MEM 705.671875 1672725855.7152
MEM 705.671875 1672725855.8229
MEM 705.671875 1672725855.9306
MEM 706.671875 1672725856.0393
MEM 712.375000 1672725856.1480
MEM 715.308594 1672725856.2557
MEM 722.175781 1672725856.3644
MEM 722.175781 1672725856.4721
MEM 722.175781 1672725856.5798
MEM 722.175781 1672725856.6886
MEM 722.175781 1672725856.7973
MEM 722.175781 1672725856.9049
MEM 722.175781 1672725857.0137
MEM 722.175781 1672725857.1214
MEM 722.175781 1672725857.2301
MEM 722.175781 1672725857.3378
MEM 722.175781 1672725857.4465
MEM 722.175781 1672725857.5542
MEM 722.175781 1672725857.6629
MEM 722.175781 1672725857.7706
MEM 722.175781 1672725857.8794
MEM 717.859375 1672725857.9871
MEM 717.859375 1672725858.0958
MEM 718.343750 1672725858.2055
MEM 726.148438 1672725858.3123
MEM 827.003906 1672725858.4199
MEM 827.707031 1672725858.5287
MEM 828.136719 1672725858.6364
MEM 828.152344 1672725858.7461
MEM 828.367188 1672725858.8528
MEM 828.367188 1672725858.9605
MEM 828.367188 1672725859.0692
MEM 828.367188 1672725859.1779
MEM 828.367188 1672725859.2866
MEM 828.367188 1672725859.3944
MEM 828.367188 1672725859.5021
MEM 831.351562 1672725859.6098
MEM 831.878906 1672725859.7185
MEM 833.875000 1672725859.8252
MEM 725.871094 1672725859.9339
MEM 726.433594 1672725860.0426
MEM 731.273438 1672725860.1503
MEM 730.328125 1672725860.2590
MEM 730.328125 1672725860.3668
MEM 732.871094 1672725860.4754
MEM 732.890625 1672725860.5832
MEM 734.328125 1672725860.6919
MEM 735.636719 1672725860.7996
MEM 735.636719 1672725860.9083
MEM 735.636719 1672725861.0150
MEM 735.636719 1672725861.1237
MEM 735.644531 1672725861.2314
MEM 735.644531 1672725861.3401
MEM 735.652344 1672725861.4479
MEM 735.652344 1672725861.5566
MEM 735.652344 1672725861.6643
MEM 735.652344 1672725861.7730
MEM 735.652344 1672725861.8807
MEM 735.652344 1672725861.9884
MEM 735.652344 1672725862.0971
MEM 735.652344 1672725862.2049
MEM 735.652344 1672725862.3136
MEM 735.652344 1672725862.4222
MEM 736.097656 1672725862.5300
MEM 736.101562 1672725862.6387
MEM 736.101562 1672725862.7464
MEM 737.820312 1672725862.8551
MEM 738.925781 1672725862.9628
MEM 739.984375 1672725863.0705
MEM 742.156250 1672725863.1792
MEM 742.621094 1672725863.2879
MEM 746.980469 1672725863.3957
MEM 751.445312 1672725863.5044
MEM 834.949219 1672725863.6131
MEM 761.062500 1672725863.7208
MEM 856.589844 1672725863.8285
MEM 857.628906 1672725863.9362
MEM 860.097656 1672725864.0439
MEM 860.097656 1672725864.1516
MEM 860.097656 1672725864.2593
MEM 860.097656 1672725864.3690
MEM 860.519531 1672725864.4758
MEM 763.503906 1672725864.5845
MEM 763.503906 1672725864.6922
MEM 760.644531 1672725864.8009
MEM 761.707031 1672725864.9126
MEM 762.996094 1672725865.0174
MEM 763.878906 1672725865.1261
MEM 764.707031 1672725865.2338
MEM 766.460938 1672725865.3425
MEM 768.246094 1672725865.4502
MEM 768.246094 1672725865.5594
MEM 768.722656 1672725865.6680
MEM 771.062500 1672725865.7758
MEM 772.597656 1672725865.8845
MEM 772.953125 1672725865.9922
MEM 773.015625 1672725866.1009
MEM 775.363281 1672725866.2086
MEM 775.980469 1672725866.3173
MEM 777.117188 1672725866.4250
MEM 779.140625 1672725866.5347
MEM 779.417969 1672725866.6414
MEM 779.417969 1672725866.7493
MEM 779.417969 1672725866.8595
MEM 779.417969 1672725866.9695
MEM 779.417969 1672725867.0762
MEM 779.417969 1672725867.1843
MEM 779.417969 1672725867.2928
MEM 779.417969 1672725867.4031
MEM 779.417969 1672725867.5151
MEM 779.417969 1672725867.6202
MEM 779.417969 1672725867.7302
MEM 779.417969 1672725867.8474
MEM 779.417969 1672725867.9651
MEM 489.937500 1672725868.0722
MEM 489.937500 1672725868.1882
MEM 489.937500 1672725868.3039
MEM 520.792969 1672725868.4126
MEM 537.535156 1672725868.5204
MEM 538.226562 1672725868.6292
MEM 539.332031 1672725868.7359
MEM 539.332031 1672725868.8446
MEM 539.332031 1672725868.9523
MEM 539.343750 1672725869.0610
MEM 539.343750 1672725869.1687
MEM 539.382812 1672725869.2775
MEM 539.386719 1672725869.3862
MEM 539.386719 1672725869.4940
MEM 539.386719 1672725869.6026
MEM 539.386719 1672725869.7103
MEM 539.421875 1672725869.8181
MEM 539.425781 1672725869.9268
MEM 539.425781 1672725870.0355
MEM 539.425781 1672725870.1432
MEM 539.425781 1672725870.2509
MEM 539.425781 1672725870.3596
MEM 577.324219 1672725870.4683
MEM 578.722656 1672725870.5750
MEM 601.828125 1672725870.6848
MEM 630.542969 1672725870.7925
MEM 715.421875 1672725870.9002
MEM 724.812500 1672725871.0079
MEM 731.324219 1672725871.1166
MEM 735.265625 1672725871.2253
MEM 735.691406 1672725871.3330
MEM 647.753906 1672725871.4407
MEM 648.316406 1672725871.5494
MEM 687.933594 1672725871.6591
MEM 762.546875 1672725871.7668
MEM 782.429688 1672725871.8736
MEM 782.445312 1672725871.9813
MEM 784.281250 1672725872.0890
MEM 787.621094 1672725872.1977
MEM 786.281250 1672725872.3044
MEM 787.796875 1672725872.4131
MEM 787.890625 1672725872.5208
MEM 792.417969 1672725872.6295
MEM 795.625000 1672725872.7373
MEM 809.750000 1672725872.8460
MEM 809.351562 1672725872.9537
MEM 809.367188 1672725873.0624
MEM 809.398438 1672725873.1701
MEM 809.398438 1672725873.2778
MEM 809.398438 1672725873.3875
MEM 809.421875 1672725873.4952
MEM 809.417969 1672725873.6029
MEM 706.789062 1672725873.7117
MEM 696.718750 1672725873.8194
MEM 696.718750 1672725873.9301
MEM 690.371094 1672725874.0358
MEM 691.531250 1672725874.1445
MEM 691.531250 1672725874.2522
MEM 691.539062 1672725874.3609
MEM 710.679688 1672725874.4687
MEM 711.117188 1672725874.5783
MEM 711.175781 1672725874.6850
MEM 710.191406 1672725874.7938
MEM 711.171875 1672725874.9015
MEM 711.171875 1672725875.0102
MEM 711.171875 1672725875.1179
MEM 711.171875 1672725875.2266
MEM 711.171875 1672725875.3343
MEM 711.171875 1672725875.4430
MEM 711.171875 1672725875.5507
MEM 711.171875 1672725875.6595
MEM 711.171875 1672725875.7672
MEM 711.394531 1672725875.8759
MEM 711.394531 1672725875.9836
MEM 711.394531 1672725876.0923
MEM 711.394531 1672725876.2000
MEM 711.394531 1672725876.3087
MEM 726.789062 1672725876.4164
MEM 724.832031 1672725876.5251
MEM 724.832031 1672725876.6319
MEM 724.832031 1672725876.7406
MEM 724.832031 1672725876.8483
MEM 724.832031 1672725876.9570
MEM 724.832031 1672725877.0647
MEM 726.789062 1672725877.1734
MEM 727.765625 1672725877.2811
MEM 727.765625 1672725877.3898
MEM 725.808594 1672725877.4976
MEM 725.808594 1672725877.6062
MEM 725.929688 1672725877.7139
MEM 725.953125 1672725877.8227
MEM 725.953125 1672725877.9304
MEM 725.953125 1672725878.0391
MEM 725.953125 1672725878.1468
MEM 725.953125 1672725878.2555
MEM 725.953125 1672725878.3632
MEM 725.953125 1672725878.4719
MEM 725.953125 1672725878.5796
MEM 709.894531 1672725878.6894
MEM 489.824219 1672725878.7961
MEM 528.183594 1672725878.9038
MEM 539.828125 1672725879.0115
MEM 542.984375 1672725879.1212
MEM 552.179688 1672725879.2289
MEM 581.644531 1672725879.3366
MEM 597.058594 1672725879.4454
MEM 597.304688 1672725879.5531
MEM 597.304688 1672725879.6618
MEM 597.304688 1672725879.7705
MEM 597.304688 1672725879.8782
MEM 597.304688 1672725879.9859
MEM 597.304688 1672725880.0947
MEM 597.304688 1672725880.2023
MEM 597.304688 1672725880.3101
MEM 597.304688 1672725880.4178
MEM 597.304688 1672725880.5265
MEM 597.304688 1672725880.6342
MEM 597.304688 1672725880.7429
MEM 583.867188 1672725880.8516
MEM 583.867188 1672725880.9593
MEM 583.867188 1672725881.0670
MEM 583.867188 1672725881.1757
MEM 583.871094 1672725881.2835
MEM 583.941406 1672725881.3922
MEM 599.117188 1672725881.5019
MEM 599.117188 1672725881.6086
MEM 599.117188 1672725881.7163
MEM 599.156250 1672725881.8250
MEM 599.156250 1672725881.9327
MEM 599.156250 1672725882.0404
MEM 599.195312 1672725882.1491
MEM 599.195312 1672725882.2578
MEM 599.195312 1672725882.3656
MEM 599.234375 1672725882.4743
MEM 599.234375 1672725882.5820
MEM 599.234375 1672725882.6907
MEM 599.289062 1672725882.7984
MEM 727.339844 1672725882.9091
MEM 816.457031 1672725883.0158
MEM 913.652344 1672725883.1245
MEM 913.652344 1672725883.2303
MEM 898.894531 1672725883.3389
MEM 902.160156 1672725883.4467
MEM 902.695312 1672725883.5554
MEM 903.070312 1672725883.6631
MEM 904.679688 1672725883.7718
MEM 906.828125 1672725883.8795
MEM 702.730469 1672725883.9892
MEM 707.464844 1672725884.0969
MEM 713.074219 1672725884.2056
MEM 713.359375 1672725884.3123
MEM 713.566406 1672725884.4221
MEM 714.816406 1672725884.5288
MEM 715.101562 1672725884.6375
MEM 715.281250 1672725884.7452
MEM 606.804688 1672725884.8529
MEM 606.894531 1672725884.9626
MEM 606.890625 1672725885.0703
MEM 608.718750 1672725885.1791
MEM 608.718750 1672725885.2868
MEM 619.363281 1672725885.3945
MEM 625.589844 1672725885.5032
MEM 628.792969 1672725885.6109
MEM 656.679688 1672725885.7196
MEM 661.085938 1672725885.8283
MEM 659.132812 1672725885.9360
MEM 660.113281 1672725886.0427
MEM 661.089844 1672725886.1515
MEM 661.578125 1672725886.2591
MEM 659.625000 1672725886.3679
MEM 660.605469 1672725886.4756
MEM 661.101562 1672725886.5853
MEM 661.101562 1672725886.6920
MEM 659.628906 1672725886.8007
MEM 662.566406 1672725886.9094
MEM 661.093750 1672725887.0161
MEM 660.613281 1672725887.1259
MEM 660.613281 1672725887.2325
MEM 660.613281 1672725887.3413
MEM 660.613281 1672725887.4500
MEM 660.617188 1672725887.5577
MEM 660.617188 1672725887.6674
MEM 660.855469 1672725887.7741
MEM 661.906250 1672725887.8828
MEM 660.906250 1672725887.9905
MEM 662.015625 1672725888.0992
MEM 662.367188 1672725888.2069
MEM 660.367188 1672725888.3156
MEM 661.792969 1672725888.4234
MEM 664.933594 1672725888.5321
MEM 643.285156 1672725888.6398
MEM 652.878906 1672725888.7485
MEM 676.289062 1672725888.8562
MEM 676.289062 1672725888.9659
MEM 676.289062 1672725889.0726
MEM 676.289062 1672725889.1824
MEM 676.289062 1672725889.2891
MEM 676.289062 1672725889.3978
MEM 676.289062 1672725889.5065
MEM 676.289062 1672725889.6142
MEM 676.289062 1672725889.7219
MEM 676.289062 1672725889.8296
MEM 676.289062 1672725889.9373
MEM 676.289062 1672725890.0460
MEM 676.289062 1672725890.1537
MEM 676.289062 1672725890.2624
MEM 676.289062 1672725890.3702
MEM 676.289062 1672725890.4789
MEM 676.324219 1672725890.5866
MEM 676.324219 1672725890.6953
MEM 654.644531 1672725890.8030
MEM 654.644531 1672725890.9117
MEM 654.644531 1672725891.0194
MEM 655.039062 1672725891.1281
MEM 655.039062 1672725891.2359
MEM 655.039062 1672725891.3446
MEM 655.039062 1672725891.4523
MEM 655.039062 1672725891.5610
MEM 655.039062 1672725891.6687
MEM 655.039062 1672725891.7774
MEM 655.039062 1672725891.8861
MEM 655.039062 1672725891.9938
MEM 655.039062 1672725892.1015
MEM 655.042969 1672725892.2103
MEM 655.472656 1672725892.3180
MEM 655.472656 1672725892.4267
MEM 655.472656 1672725892.5344
MEM 655.472656 1672725892.6421
MEM 655.472656 1672725892.7509
MEM 655.472656 1672725892.8596
MEM 655.472656 1672725892.9673
MEM 655.472656 1672725893.0760
MEM 655.472656 1672725893.1837
MEM 655.472656 1672725893.2924
MEM 655.480469 1672725893.4001
MEM 656.027344 1672725893.5088
MEM 737.156250 1672725893.6185
MEM 749.371094 1672725893.7252
MEM 677.195312 1672725893.8339
MEM 754.792969 1672725893.9417
MEM 819.984375 1672725894.0494
MEM 849.898438 1672725894.1581
MEM 662.015625 1672725894.2658
MEM 719.054688 1672725894.3755
MEM 749.613281 1672725894.4822
MEM 668.386719 1672725894.5909
MEM 773.347656 1672725894.6997
MEM 773.347656 1672725894.8073
MEM 773.347656 1672725894.9150
MEM 773.941406 1672725895.0248
MEM 773.941406 1672725895.1315
MEM 773.941406 1672725895.2412
MEM 773.941406 1672725895.3489
MEM 773.941406 1672725895.4566
MEM 774.269531 1672725895.5653
MEM 774.386719 1672725895.6730
MEM 774.722656 1672725895.7807
MEM 774.722656 1672725895.8904
MEM 775.726562 1672725895.9982
MEM 775.726562 1672725896.1069
MEM 775.726562 1672725896.2146
MEM 775.726562 1672725896.3223
MEM 775.726562 1672725896.4310
MEM 775.726562 1672725896.5387
MEM 775.726562 1672725896.6464
MEM 775.726562 1672725896.7551
MEM 775.726562 1672725896.8628
MEM 775.726562 1672725896.9716
MEM 658.261719 1672725897.0793
MEM 659.671875 1672725897.1890
MEM 661.617188 1672725897.2957
MEM 663.535156 1672725897.4044
MEM 664.128906 1672725897.5121
MEM 666.464844 1672725897.6208
MEM 666.605469 1672725897.7286
MEM 666.605469 1672725897.8373
MEM 666.605469 1672725897.9439
MEM 665.843750 1672725898.0527
MEM 667.820312 1672725898.1604
MEM 669.445312 1672725898.2691
MEM 671.304688 1672725898.3768
MEM 673.484375 1672725898.4855
MEM 673.484375 1672725898.5932
MEM 673.484375 1672725898.7009
MEM 673.484375 1672725898.8097
MEM 673.484375 1672725898.9174
MEM 673.484375 1672725899.0261
MEM 673.484375 1672725899.1348
MEM 673.484375 1672725899.2425
MEM 673.484375 1672725899.3512
MEM 673.484375 1672725899.4589
MEM 673.484375 1672725899.5686
MEM 673.488281 1672725899.6753
MEM 673.488281 1672725899.7841
MEM 673.488281 1672725899.8917
MEM 673.488281 1672725900.0005
MEM 673.515625 1672725900.1082
MEM 673.515625 1672725900.2169
MEM 673.515625 1672725900.3246
MEM 673.519531 1672725900.4333
MEM 673.519531 1672725900.5410
MEM 673.519531 1672725900.6507
MEM 673.519531 1672725900.7574
MEM 673.519531 1672725900.8672
MEM 673.519531 1672725900.9739
MEM 673.558594 1672725901.0826
MEM 673.558594 1672725901.1903
MEM 673.769531 1672725901.3000
MEM 675.597656 1672725901.4067
MEM 678.128906 1672725901.5144
MEM 678.582031 1672725901.6241
MEM 681.109375 1672725901.7318
MEM 682.582031 1672725901.8406
MEM 684.925781 1672725901.9473
MEM 684.984375 1672725902.0560
MEM 684.984375 1672725902.1657
MEM 684.984375 1672725902.2724
MEM 685.468750 1672725902.3811
MEM 685.468750 1672725902.4888
MEM 687.984375 1672725902.5975
MEM 688.015625 1672725902.7052
